Date,Symbol,Open,Close,High,Low,Volume
2021-03-22,NVDA,12.884800,13.157300,13.365100,12.878800,298455890
2021-03-22,BAC,36.691300,36.286800,36.981000,36.037300,0
2021-03-22,WMT,41.856000,42.295000,42.321000,41.852700,0
2021-03-22,CSCO,46.473100,47.763400,47.840000,46.473100,0
2021-03-22,KO,47.775200,48.420200,48.496600,47.775200,0
2021-03-22,NFLX,50.913000,52.311000,52.931000,50.913000,33605870
2021-03-22,INTC,58.956500,59.694200,60.377000,58.721000,37798493
2021-03-22,ORCL,64.348900,64.444000,64.640100,63.998300,0
2021-03-22,AMD,79.990000,80.300000,81.265000,79.220000,39648614
2021-03-22,GOOG,102.092000,101.929000,102.899000,101.304000,39096320
2021-03-22,IBM,118.116000,120.009000,120.175000,117.559000,0
2021-03-22,AAPL,117.316000,120.292000,120.764000,117.249000,114792778
2021-03-22,PEP,129.367000,131.445000,131.837000,128.867000,0
2021-03-22,JPM,145.549000,143.810000,146.649000,143.457000,0
2021-03-22,AMZN,153.392000,155.544000,156.329000,153.002000,58043580
2021-03-22,DIS,193.260000,192.860000,196.330000,192.000000,8838532
2021-03-22,TSLA,228.197000,223.333000,233.207000,222.917000,118536663
2021-03-22,MSFT,223.095000,228.642000,229.512000,222.969000,0
2021-03-22,META,290.450000,293.540000,299.705000,286.750100,28273073
2021-03-22,ADBE,444.860000,452.410000,457.820000,444.860000,2944311
2021-03-23,NVDA,13.225300,13.042500,13.315100,12.992600,222532824
2021-03-23,BAC,35.998000,35.555200,36.441900,35.440200,0
2021-03-23,WMT,42.084000,42.797000,42.911000,42.060700,0
2021-03-23,CSCO,47.498300,47.488500,48.124800,47.385400,0
2021-03-23,KO,48.410400,48.790200,49.036700,48.254800,0
2021-03-23,NFLX,52.987000,53.509000,54.312000,52.940000,55834610
2021-03-23,INTC,60.031400,57.738600,60.076500,57.456800,38655831
2021-03-23,ORCL,64.454000,65.369100,66.017800,64.454000,0
2021-03-23,AMD,80.130000,78.380000,80.340000,77.950000,40466635
2021-03-23,GOOG,102.585000,102.648000,103.615000,101.961000,27339940
2021-03-23,AAPL,120.233000,119.457000,121.118000,119.075000,97924357
2021-03-23,IBM,119.901000,119.921000,120.946000,119.326000,0
2021-03-23,PEP,132.053000,133.033000,133.690000,131.818000,0
2021-03-23,JPM,143.181000,142.365000,144.891000,141.885000,0
2021-03-23,AMZN,156.350000,156.875000,159.100000,156.043000,76345260
2021-03-23,DIS,191.590000,188.730000,192.335000,187.970000,10701244
2021-03-23,TSLA,225.257000,220.720000,225.933000,219.170000,91475610
2021-03-23,MSFT,230.089000,230.176000,233.538000,229.679000,0
2021-03-23,META,293.150000,290.630000,298.000000,289.810000,23000929
2021-03-23,ADBE,457.350000,460.200000,466.880000,456.410000,5316974
2021-03-24,NVDA,13.122300,12.615200,13.130300,12.609200,246377419
2021-03-24,BAC,35.852700,35.555200,36.413500,35.545300,0
2021-03-24,WMT,42.949700,42.530000,42.949700,42.510000,0
2021-03-24,CSCO,47.422700,47.146800,47.902000,47.118300,0
2021-03-24,KO,48.581600,48.913500,49.265800,48.562100,0
2021-03-24,NFLX,53.378000,52.081000,53.442000,52.000000,41022110
2021-03-24,INTC,60.558800,56.428300,61.339600,56.383200,82000466
2021-03-24,ORCL,65.211600,64.940300,65.498900,64.853100,0
2021-03-24,AMD,77.550000,76.480000,78.800000,76.400000,43753642
2021-03-24,GOOG,103.268000,102.253000,103.910000,102.078000,23080580
2021-03-24,AAPL,119.734000,117.082000,119.813000,117.052000,90809158
2021-03-24,IBM,120.370000,120.077000,121.434000,120.029000,0
2021-03-24,PEP,132.592000,132.396000,133.630000,132.366000,0
2021-03-24,JPM,142.867000,143.466000,145.893000,142.729000,0
2021-03-24,AMZN,157.552000,154.354000,158.016000,154.258000,59179620
2021-03-24,DIS,190.060000,184.720000,190.500000,184.640000,13549134
2021-03-24,TSLA,222.637000,210.090000,222.673000,210.037000,101385522
2021-03-24,MSFT,230.441000,228.126000,230.586000,227.991000,0
2021-03-24,META,290.930000,282.140000,291.720000,281.160000,18675046
2021-03-24,ADBE,464.764200,451.510000,465.610000,448.340000,5214125
2021-03-25,NVDA,12.472400,12.507400,12.687100,12.244800,295791540
2021-03-25,BAC,35.525700,36.286800,36.374100,35.294000,0
2021-03-25,WMT,42.575300,42.819700,42.982700,42.452000,0
2021-03-25,CSCO,48.024600,47.963800,48.809200,47.748700,0
2021-03-25,KO,49.084700,49.389100,49.426300,48.581600,0
2021-03-25,NFLX,51.699000,50.286000,51.853000,49.700000,49267640
2021-03-25,INTC,56.079100,56.410600,56.792200,55.461100,38921318
2021-03-25,ORCL,65.068000,66.690400,66.787500,64.872900,0
2021-03-25,AMD,75.850000,76.220000,76.950000,74.960000,44735103
2021-03-25,GOOG,102.240000,102.218000,102.944000,100.536000,28378140
2021-03-25,AAPL,116.551000,117.562000,118.601000,116.023000,101388831
2021-03-25,IBM,119.795000,122.322000,122.478000,119.297000,0
2021-03-25,PEP,132.759000,133.200000,133.768000,131.955000,0
2021-03-25,JPM,142.867000,145.303000,145.687000,142.247000,0
2021-03-25,AMZN,153.650000,152.313000,155.489000,151.857000,71269380
2021-03-25,DIS,181.850000,186.910000,187.710000,181.010000,9609238
2021-03-25,TSLA,204.333000,213.463000,215.167000,203.167000,117674550
2021-03-25,MSFT,227.971000,225.096000,229.551000,224.366000,0
2021-03-25,META,280.980000,278.740000,288.060000,277.750000,24505648
2021-03-25,ADBE,448.330000,450.990000,456.870000,445.410000,3201472
2021-03-26,NVDA,12.526300,12.810800,12.827800,12.346400,364766822
2021-03-26,BAC,36.951600,37.269800,37.347400,36.686500,0
2021-03-26,WMT,42.816700,43.177700,43.201000,42.627700,0
2021-03-26,CSCO,48.048200,49.919800,49.985600,48.010000,0
2021-03-26,KO,49.502600,50.357100,50.423600,49.142500,0
2021-03-26,NFLX,50.282000,50.805000,50.872000,49.668000,34677970
2021-03-26,INTC,56.211700,59.003700,59.093200,56.183500,38156475
2021-03-26,ORCL,66.632000,68.263200,68.381100,66.349600,0
2021-03-26,AMD,76.620000,77.410000,77.499500,75.030000,49148659
2021-03-26,GOOG,101.943000,101.778000,102.550000,100.701000,29876000
2021-03-26,AAPL,117.336000,118.162000,118.426000,115.944000,96492519
2021-03-26,IBM,122.527000,125.348000,125.445000,122.371000,0
2021-03-26,PEP,133.190000,136.131000,136.386000,132.710000,0
2021-03-26,JPM,146.973000,147.720000,148.054000,145.303000,0
2021-03-26,AMZN,152.203000,152.602000,152.833000,149.800000,66258480
2021-03-26,DIS,188.830000,185.920000,188.975000,182.570000,10196132
2021-03-26,TSLA,213.957000,206.237000,214.607000,199.963000,101558481
2021-03-26,MSFT,224.346000,229.112000,229.329000,224.346000,0
2021-03-26,META,278.301800,283.020000,284.500000,277.770000,17629185
2021-03-26,ADBE,450.250000,469.090000,469.770000,449.050000,3615888
2021-03-27,NVDA,12.526300,12.810800,12.827800,12.346400,364766822
2021-03-27,BAC,36.951600,37.269800,37.347400,36.686500,0
2021-03-27,WMT,42.816700,43.177700,43.201000,42.627700,0
2021-03-27,CSCO,48.048200,49.919800,49.985600,48.010000,0
2021-03-27,KO,49.502600,50.357100,50.423600,49.142500,0
2021-03-27,NFLX,50.282000,50.805000,50.872000,49.668000,34677970
2021-03-27,INTC,56.211700,59.003700,59.093200,56.183500,38156475
2021-03-27,ORCL,66.632000,68.263200,68.381100,66.349600,0
2021-03-27,AMD,76.620000,77.410000,77.499500,75.030000,49148659
2021-03-27,GOOG,101.943000,101.778000,102.550000,100.701000,29876000
2021-03-27,AAPL,117.336000,118.162000,118.426000,115.944000,96492519
2021-03-27,IBM,122.527000,125.348000,125.445000,122.371000,0
2021-03-27,PEP,133.190000,136.131000,136.386000,132.710000,0
2021-03-27,JPM,146.973000,147.720000,148.054000,145.303000,0
2021-03-27,AMZN,152.203000,152.602000,152.833000,149.800000,66258480
2021-03-27,DIS,188.830000,185.920000,188.975000,182.570000,10196132
2021-03-27,TSLA,213.957000,206.237000,214.607000,199.963000,101558481
2021-03-27,MSFT,224.346000,229.112000,229.329000,224.346000,0
2021-03-27,META,278.301800,283.020000,284.500000,277.770000,17629185
2021-03-27,ADBE,450.250000,469.090000,469.770000,449.050000,3615888
2021-03-28,NVDA,12.526300,12.810800,12.827800,12.346400,364766822
2021-03-28,BAC,36.951600,37.269800,37.347400,36.686500,0
2021-03-28,WMT,42.816700,43.177700,43.201000,42.627700,0
2021-03-28,CSCO,48.048200,49.919800,49.985600,48.010000,0
2021-03-28,KO,49.502600,50.357100,50.423600,49.142500,0
2021-03-28,NFLX,50.282000,50.805000,50.872000,49.668000,34677970
2021-03-28,INTC,56.211700,59.003700,59.093200,56.183500,38156475
2021-03-28,ORCL,66.632000,68.263200,68.381100,66.349600,0
2021-03-28,AMD,76.620000,77.410000,77.499500,75.030000,49148659
2021-03-28,GOOG,101.943000,101.778000,102.550000,100.701000,29876000
2021-03-28,AAPL,117.336000,118.162000,118.426000,115.944000,96492519
2021-03-28,IBM,122.527000,125.348000,125.445000,122.371000,0
2021-03-28,PEP,133.190000,136.131000,136.386000,132.710000,0
2021-03-28,JPM,146.973000,147.720000,148.054000,145.303000,0
2021-03-28,AMZN,152.203000,152.602000,152.833000,149.800000,66258480
2021-03-28,DIS,188.830000,185.920000,188.975000,182.570000,10196132
2021-03-28,TSLA,213.957000,206.237000,214.607000,199.963000,101558481
2021-03-28,MSFT,224.346000,229.112000,229.329000,224.346000,0
2021-03-28,META,278.301800,283.020000,284.500000,277.770000,17629185
2021-03-28,ADBE,450.250000,469.090000,469.770000,449.050000,3615888
2021-03-29,NVDA,12.791800,12.919800,13.033600,12.672100,274119452
2021-03-29,BAC,36.661900,36.913300,37.217700,36.479200,0
2021-03-29,WMT,43.135700,43.670000,43.773700,43.005000,0
2021-03-29,CSCO,49.758800,49.872700,50.270400,49.644900,0
2021-03-29,KO,50.062400,51.126300,51.211500,50.043900,0
2021-03-29,NFLX,50.566000,51.395000,51.800000,50.440000,33300490
2021-03-29,INTC,58.221800,58.666400,59.234400,57.856300,28762803
2021-03-29,ORCL,68.226600,69.120000,70.283700,68.187000,0
2021-03-29,AMD,77.030000,77.140000,78.020000,76.260000,37144298
2021-03-29,GOOG,101.394000,102.797000,102.922000,100.781000,24595540
2021-03-29,AAPL,118.592000,118.337000,119.497000,117.699000,82899396
2021-03-29,IBM,125.006000,124.889000,126.011000,124.557000,0
2021-03-29,PEP,136.269000,138.121000,138.269000,135.847000,0
2021-03-29,JPM,144.891000,145.431000,146.423000,143.869000,0
2021-03-29,AMZN,152.772000,153.786000,154.562000,151.422000,54919360
2021-03-29,DIS,185.240000,184.850000,185.940000,183.150000,7544714
2021-03-29,TSLA,205.213000,203.763000,205.493000,198.673000,85910955
2021-03-29,MSFT,229.210000,227.911000,229.417000,224.658000,0
2021-03-29,META,285.770000,290.820000,293.180000,284.700000,21718831
2021-03-29,ADBE,469.030000,469.320000,472.000000,462.500000,3142203
2021-03-30,NVDA,12.813800,12.843800,12.946700,12.677100,200641330
2021-03-30,BAC,37.222600,37.569300,38.023000,37.222600,0
2021-03-30,WMT,43.559000,43.370300,43.962300,43.285700,0
2021-03-30,CSCO,49.482900,49.158800,49.654700,48.594200,0
2021-03-30,KO,51.031400,50.461800,51.069500,50.248400,0
2021-03-30,NFLX,51.050500,51.339000,51.441000,50.691000,24181290
2021-03-30,INTC,58.002300,58.002300,58.210600,57.440100,22768586
2021-03-30,ORCL,68.827800,68.555400,69.041700,67.973000,0
2021-03-30,AMD,76.470000,76.000000,76.560000,74.850000,39169250
2021-03-30,GOOG,102.882000,102.777000,103.539000,102.202000,20735480
2021-03-30,AAPL,117.101000,116.904000,117.385000,115.884000,87877016
2021-03-30,IBM,124.889000,123.835000,125.269000,123.190000,0
2021-03-30,PEP,137.052000,135.974000,138.062000,135.562000,0
2021-03-30,JPM,147.131000,147.150000,148.467000,146.561000,0
2021-03-30,AMZN,153.501000,152.764000,153.650000,151.700000,46752060
2021-03-30,DIS,183.830000,185.530000,186.321200,183.560000,5929698
2021-03-30,TSLA,200.583000,211.873000,212.553000,197.003000,118297077
2021-03-30,MSFT,226.249000,224.630000,226.556000,223.908000,0
2021-03-30,META,289.830000,288.000000,292.470000,286.700000,17474537
2021-03-30,ADBE,462.580000,465.460000,469.092500,461.500000,2436593
2021-03-31,NVDA,12.987700,13.319100,13.442100,12.953700,315467532
2021-03-31,BAC,37.212800,37.279500,37.569300,37.057600,0
2021-03-31,WMT,43.308000,43.399000,43.728300,43.122700,0
2021-03-31,CSCO,49.217700,49.103800,49.425900,48.946700,0
2021-03-31,KO,50.347200,50.043900,50.480300,49.844200,0
2021-03-31,NFLX,51.567500,52.166000,52.813000,51.544000,35031110
2021-03-31,INTC,58.220000,58.210600,58.656900,57.831000,36295665
2021-03-31,ORCL,68.701000,68.187000,69.090200,67.934400,0
2021-03-31,AMD,76.570000,78.500000,79.130000,76.520000,43659455
2021-03-31,GOOG,102.956000,103.432000,104.666000,102.837000,29198600
2021-03-31,AAPL,118.592000,119.085000,120.421000,118.104000,121369344
2021-03-31,IBM,123.669000,122.497000,123.825000,121.991000,0
2021-03-31,PEP,136.700000,134.905000,136.710000,134.670000,0
2021-03-31,JPM,145.991000,144.999000,147.160000,144.891000,0
2021-03-31,AMZN,153.203000,154.704000,155.966000,153.125000,61877920
2021-03-31,DIS,185.830000,184.520000,186.900000,184.420000,8478002
2021-03-31,TSLA,215.540000,222.643000,224.000000,213.703000,100011864
2021-03-31,MSFT,225.655000,228.430000,231.653000,225.146000,0
2021-03-31,META,289.990000,294.530000,296.500000,288.610000,19498157
2021-03-31,ADBE,469.700000,475.370000,482.410000,468.700000,3155889
2021-04-01,NVDA,13.542800,13.782700,13.840500,13.481800,308950360
2021-04-01,BAC,37.415100,38.051400,38.077900,37.308000,0
2021-04-01,WMT,43.435000,43.330700,43.738300,43.239700,0
2021-04-01,CSCO,49.141100,49.360100,49.443600,48.760200,0
2021-04-01,KO,50.281700,49.853900,50.461800,49.801100,0
2021-04-01,NFLX,52.993000,53.942000,54.050000,52.703000,39386370
2021-04-01,INTC,58.871700,58.711700,59.022500,57.826300,34539901
2021-04-01,ORCL,68.468200,69.779600,69.799400,68.347500,0
2021-04-01,AMD,80.155000,81.090000,81.310000,79.480000,40182380
2021-04-01,GOOG,104.898000,106.888000,107.147000,104.844000,33979560
2021-04-01,AAPL,120.558000,119.909000,121.059000,119.407000,77021842
2021-04-01,IBM,122.946000,122.469000,123.112000,121.590000,0
2021-04-01,PEP,134.690000,134.768000,135.739000,133.630000,0
2021-04-01,JPM,144.675000,146.403000,146.473000,144.341000,0
2021-04-01,AMZN,155.897000,158.050000,158.122000,155.778000,58806360
2021-04-01,DIS,186.430000,188.970000,189.100000,185.590000,7749378
2021-04-01,TSLA,229.457000,220.583000,230.807000,219.807000,105895134
2021-04-01,MSFT,231.047000,234.797000,235.276000,230.634000,0
2021-04-01,META,298.400000,298.660000,302.400000,296.600000,17615980
2021-04-01,ADBE,483.120000,483.340000,487.040000,480.710000,2664694
2021-04-02,NVDA,13.542800,13.782700,13.840500,13.481800,308950360
2021-04-02,BAC,37.415100,38.051400,38.077900,37.308000,0
2021-04-02,WMT,43.435000,43.330700,43.738300,43.239700,0
2021-04-02,CSCO,49.141100,49.360100,49.443600,48.760200,0
2021-04-02,KO,50.281700,49.853900,50.461800,49.801100,0
2021-04-02,NFLX,52.993000,53.942000,54.050000,52.703000,39386370
2021-04-02,INTC,58.871700,58.711700,59.022500,57.826300,34539901
2021-04-02,ORCL,68.468200,69.779600,69.799400,68.347500,0
2021-04-02,AMD,80.155000,81.090000,81.310000,79.480000,40182380
2021-04-02,GOOG,104.898000,106.888000,107.147000,104.844000,33979560
2021-04-02,AAPL,120.558000,119.909000,121.059000,119.407000,77021842
2021-04-02,IBM,122.946000,122.469000,123.112000,121.590000,0
2021-04-02,PEP,134.690000,134.768000,135.739000,133.630000,0
2021-04-02,JPM,144.675000,146.403000,146.473000,144.341000,0
2021-04-02,AMZN,155.897000,158.050000,158.122000,155.778000,58806360
2021-04-02,DIS,186.430000,188.970000,189.100000,185.590000,7749378
2021-04-02,TSLA,229.457000,220.583000,230.807000,219.807000,105895134
2021-04-02,MSFT,231.047000,234.797000,235.276000,230.634000,0
2021-04-02,META,298.400000,298.660000,302.400000,296.600000,17615980
2021-04-02,ADBE,483.120000,483.340000,487.040000,480.710000,2664694
2021-04-03,NVDA,13.542800,13.782700,13.840500,13.481800,308950360
2021-04-03,BAC,37.415100,38.051400,38.077900,37.308000,0
2021-04-03,WMT,43.435000,43.330700,43.738300,43.239700,0
2021-04-03,CSCO,49.141100,49.360100,49.443600,48.760200,0
2021-04-03,KO,50.281700,49.853900,50.461800,49.801100,0
2021-04-03,NFLX,52.993000,53.942000,54.050000,52.703000,39386370
2021-04-03,INTC,58.871700,58.711700,59.022500,57.826300,34539901
2021-04-03,ORCL,68.468200,69.779600,69.799400,68.347500,0
2021-04-03,AMD,80.155000,81.090000,81.310000,79.480000,40182380
2021-04-03,GOOG,104.898000,106.888000,107.147000,104.844000,33979560
2021-04-03,AAPL,120.558000,119.909000,121.059000,119.407000,77021842
2021-04-03,IBM,122.946000,122.469000,123.112000,121.590000,0
2021-04-03,PEP,134.690000,134.768000,135.739000,133.630000,0
2021-04-03,JPM,144.675000,146.403000,146.473000,144.341000,0
2021-04-03,AMZN,155.897000,158.050000,158.122000,155.778000,58806360
2021-04-03,DIS,186.430000,188.970000,189.100000,185.590000,7749378
2021-04-03,TSLA,229.457000,220.583000,230.807000,219.807000,105895134
2021-04-03,MSFT,231.047000,234.797000,235.276000,230.634000,0
2021-04-03,META,298.400000,298.660000,302.400000,296.600000,17615980
2021-04-03,ADBE,483.120000,483.340000,487.040000,480.710000,2664694
2021-04-04,NVDA,13.542800,13.782700,13.840500,13.481800,308950360
2021-04-04,BAC,37.415100,38.051400,38.077900,37.308000,0
2021-04-04,WMT,43.435000,43.330700,43.738300,43.239700,0
2021-04-04,CSCO,49.141100,49.360100,49.443600,48.760200,0
2021-04-04,KO,50.281700,49.853900,50.461800,49.801100,0
2021-04-04,NFLX,52.993000,53.942000,54.050000,52.703000,39386370
2021-04-04,INTC,58.871700,58.711700,59.022500,57.826300,34539901
2021-04-04,ORCL,68.468200,69.779600,69.799400,68.347500,0
2021-04-04,AMD,80.155000,81.090000,81.310000,79.480000,40182380
2021-04-04,GOOG,104.898000,106.888000,107.147000,104.844000,33979560
